Source (A)	Source (B)	Source (C)	WC	Analytic	Clout	Authentic	Tone	WPS	Sixltr	affect	posemo	negemo	anx	anger	sad	cogproc	insight	cause	discrep	tentat	certain	differ	see	hear	feel	drives	affiliation	achieve	power	reward	risk	swear	netspeak	assent	nonflu	filler	QMark	Exclam
Let’s take a step into the future with highly automated driving – #BMWCES2015	HER	video	12	99.00	95.20	98.01	25.77	12.00	25.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.67	8.33	0.00	0.00	8.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
See it. Hear it. Feel it. The new BMW M6 Series shows what it is capable of. http://youtu.be/_h7xJAii2F0	HER	photo	22	43.68	67.52	2.40	25.77	4.40	9.09	0.00	0.00	0.00	0.00	0.00	0.00	4.55	4.55	0.00	0.00	0.00	0.00	0.00	9.09	4.55	4.55	4.55	0.00	4.55	0.00	0.00	0.00	0.00	4.55	0.00	0.00	0.00	0.00	0.00
Red hot. The new M6 Coupé at its best.	HER	photo	9	98.75	50.00	58.07	99.00	4.50	0.00	11.11	11.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.11	0.00	11.11	11.11	0.00	11.11	11.11	11.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Big Red Riding Hood. by Eva Natascha Napp Photography	HER	photo	9	98.75	50.00	58.07	25.77	4.50	22.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	22.22	0.00	0.00	11.11	0.00	0.00	11.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Driving in a winter wonderland. BMW Driving Experience	HER	photo	8	99.00	50.00	99.00	25.77	4.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
New intelligent lighting functions for enhanced safety and comfort: BMW M4 Concept Iconic Lights #BMWCES2015.	HER	photo	15	92.84	50.00	1.00	99.00	15.00	46.67	20.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.67	0.00	0.00	6.67	0.00	0.00	0.00	0.00	6.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BMW i8 is entering Las Vegas for CES 2015.	HER	photo	9	92.84	50.00	4.97	25.77	9.00	11.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Leaving nothing but dust behind.	HER	photo	5	51.43	1.00	99.00	25.77	5.00	40.00	0.00	0.00	0.00	0.00	0.00	0.00	40.00	0.00	0.00	0.00	0.00	20.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Where power meets efficiency.	HER	photo	4	37.39	99.00	74.76	25.77	4.00	25.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	75.00	25.00	25.00	25.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Exploring Downtown LA in the BMW X6	HER	photo	7	99.00	50.00	99.00	25.77	7.00	28.57	0.00	0.00	0.00	0.00	0.00	0.00	14.29	14.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Luxury on ice.	HER	photo	3	99.00	50.00	98.01	25.77	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Happy New Gear!	HER	photo	3	92.84	50.00	98.01	99.00	3.00	0.00	33.33	33.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	33.33
Distinctive mark. Captured by Edwin Contreras in Los Angeles. BMW X6	HER	photo	11	99.00	18.16	31.94	25.77	3.67	36.36	0.00	0.00	0.00	0.00	0.00	0.00	9.09	0.00	0.00	0.00	0.00	9.09	9.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Keep on the sunny side. The BMW X6 captured in Los Angeles by  Zachary Benge Photography	HER	photo	16	99.00	50.00	35.37	99.00	8.00	25.00	6.25	6.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Thank you all for liking  sharing and commenting on the photos we post here on Facebook. If you want to see more of them  follow @BMW on Instagram: http://instagram.com/bmw	HER	photo	33	92.84	99.00	6.95	99.00	16.50	15.15	9.09	9.09	0.00	0.00	0.00	0.00	9.09	0.00	0.00	6.06	3.03	3.03	3.03	6.06	0.00	0.00	15.15	15.15	0.00	0.00	0.00	0.00	0.00	3.03	0.00	0.00	0.00	0.00	0.00
Silent night?	HER	photo	2	92.84	50.00	99.00	25.77	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	50.00	0.00
Thank you all for liking  sharing and commenting on the photos we post here on Facebook. If you want to see more of them  follow @BMW on Instagram: http://instagram.com/bmw	HER	photo	33	92.84	99.00	6.95	99.00	16.50	15.15	9.09	9.09	0.00	0.00	0.00	0.00	9.09	0.00	0.00	6.06	3.03	3.03	3.03	6.06	0.00	0.00	15.15	15.15	0.00	0.00	0.00	0.00	0.00	3.03	0.00	0.00	0.00	0.00	0.00
BMW in The Crew. Explore the US in a BMW vehicle in the action-packed revolutionary community-based game The Crew by Ubisoft.	HER	photo	23	99.00	99.00	80.16	25.77	11.50	21.74	0.00	0.00	0.00	0.00	0.00	0.00	8.70	4.35	4.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	26.09	21.74	0.00	4.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Christmas is just around the corner. Looking for some unique gift ideas? This way: bmw.com/accessories	HER	photo	17	85.18	50.00	91.95	25.77	5.67	17.65	0.00	0.00	0.00	0.00	0.00	0.00	11.76	5.88	0.00	0.00	5.88	0.00	0.00	5.88	0.00	0.00	5.88	0.00	0.00	0.00	5.88	0.00	0.00	0.00	0.00	0.00	0.00	5.88	0.00
Sonic Vroom.	HER	photo	2	92.84	50.00	1.00	25.77	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Innovative sensors will allow BMW to demonstrate a number of features at the CES 2015 (6 to 9 January  Las Vegas) including the possibility of entirely collision-free driving. Additionally BMW has succeeded in achieving fully automated control of the vehicle by connecting up vehicle sensor systems and a digital site plan. This avoids dependence on the GPS signal  which is not at all precise in multi-storey car parks. Stay tuned for more to come soon!	HER	photo	77	99.00	39.74	39.99	49.97	19.25	28.57	3.90	2.60	1.30	1.30	0.00	0.00	9.09	0.00	2.60	0.00	1.30	3.90	1.30	0.00	0.00	0.00	9.09	0.00	3.90	3.90	2.60	1.30	0.00	0.00	0.00	0.00	0.00	0.00	1.30
The new BMW 6 Series Coupé combines majestic performance with an undeniable aura of dynamic elegance. http://www.bmw.com/com/en/newvehicles/6series/coupe/2014/keep_informed/index.html	HER	photo	31	99.00	62.65	1.00	83.22	15.50	29.03	3.23	3.23	0.00	0.00	0.00	0.00	6.45	3.23	0.00	0.00	0.00	3.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.23	0.00	0.00	0.00	0.00	0.00
Dashing through the snow  in a 431 horse sleigh.	HER	photo	9	99.00	50.00	4.97	25.77	9.00	22.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sheer Christmas Pleasure: http://youtu.be/mOmTjG3fvts BMW USA	HER	photo	10	77.33	50.00	3.37	99.00	10.00	30.00	10.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	0.00
Exclusive Individuality. With a keen eye for detail and a taste for the distinctive  #BMWIndividual created a select finish for the all-new BMW X5 M and X6 M.	HER	photo	29	99.00	50.00	3.81	99.00	14.50	17.24	6.90	6.90	0.00	0.00	0.00	0.00	10.34	0.00	3.45	0.00	0.00	6.90	3.45	3.45	0.00	0.00	3.45	0.00	3.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Driving in presidential style. BMWs are like family - you just love them for who they are. But when you find out that your BMW once drove ambassadors  presidents and rock stars around town  you get an even deeper understanding of its worth. In fact  it becomes a legend. http://youtu.be/CRf0UtJmGQw –#BMWstories #legends	HER	photo	55	46.23	98.47	77.10	60.23	11.00	16.36	1.82	1.82	0.00	0.00	0.00	0.00	9.09	5.45	0.00	0.00	0.00	1.82	1.82	0.00	0.00	0.00	9.09	3.64	0.00	3.64	1.82	0.00	0.00	1.82	0.00	0.00	0.00	0.00	0.00
Chrome-like finish and extraordinary brilliance: It takes intensive craftsmanship to achieve the exclusive BMW Individual Pure Metal Silver look.  http://youtu.be/otOYaIFgiTo	HER	photo	25	92.84	65.56	1.00	91.14	12.50	32.00	4.00	4.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	4.00	0.00	4.00	0.00	0.00	8.00	0.00	4.00	0.00	8.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00
Putting the ///M in performance: explore the BMW M Performance Parts here: bmw.com/mperformance	HER	photo	15	99.00	50.00	82.75	25.77	15.00	33.33	0.00	0.00	0.00	0.00	0.00	0.00	6.67	6.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
The BMW kidney grille is a hallmark of all our vehicles. It represents a direct link to the engine  the pulsating heart of every BMW.	HER	photo	25	99.00	78.82	6.70	25.77	12.50	16.00	0.00	0.00	0.00	0.00	0.00	0.00	12.00	4.00	0.00	0.00	0.00	8.00	0.00	0.00	0.00	0.00	4.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BMW Adaptive Headlights cast their beam in the direction of the curve and ensure better visibility and more safety during night drives on winding roads.	HER	photo	25	98.98	65.56	87.83	99.00	25.00	20.00	8.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	0.00	4.00	0.00	4.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Ready to join your car collection: The BMW M4 Coupé is part of the Falken Car Pack in Forza Horizon 2 (Forza Motorsport) and available for download now.	HER	photo	28	97.54	76.25	13.15	87.20	28.00	17.86	3.57	3.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.57	3.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Always ready to take the lead. And now ready for download. The BMW M4 M Performance Safety Car is available in Gran Turismo 6 now.	HER	photo	25	95.99	50.00	69.14	99.00	8.33	16.00	12.00	12.00	0.00	0.00	0.00	0.00	8.00	0.00	4.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	12.00	0.00	4.00	4.00	4.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Welcome to Los Angeles! LA Auto Show opened its doors with a powerful world premiere of the BMW X5 M and BMW X6 M and a lot more to discover! BMW USA	HER	photo	32	99.00	62.28	18.52	81.93	10.67	15.62	3.12	3.12	0.00	0.00	0.00	0.00	6.25	3.12	0.00	0.00	3.12	0.00	0.00	3.12	0.00	0.00	6.25	3.12	3.12	3.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.25
Stare down.  via BMW USA	HER	photo	5	99.00	50.00	99.00	25.77	2.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00	0.00	20.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
The new BMW X5 M and BMW X6 M will celebrate their world premiere at the 2014 Los Angeles Auto Show starting November 21. Come along and visit us to have a look! Catch a glimpse of the BMW 2 Series Convertible as well  as it makes its US debut.	HER	photo	50	90.67	91.92	30.86	63.69	16.67	14.00	2.00	2.00	0.00	0.00	0.00	0.00	2.00	0.00	2.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	6.00	6.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	2.00
Every BMW has a story to tell - why not share yours? Send us your tales and experiences via Private Message or in a comment.	HER	photo	24	71.61	99.00	48.89	92.40	12.00	16.67	4.17	4.17	0.00	0.00	0.00	0.00	16.67	0.00	4.17	0.00	4.17	4.17	8.33	0.00	0.00	0.00	12.50	12.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.17	0.00
The Hofmeister Kink – that distinctive counter curve in the window outline at the base of the rear roof pillar. An original BMW design cue since 1961. #TriviaTuesday	HER	photo	27	99.00	35.54	15.12	88.52	9.00	22.22	3.70	3.70	0.00	0.00	0.00	0.00	7.41	0.00	3.70	0.00	0.00	3.70	3.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Since 1988 M3 Convertibles have been a part of the BMW M family. Take a closer look at the latest arrival – the BMW M4 Convertible – and browse the family album featuring all the generations. Which is your favourite?	HER	photo	38	98.60	85.38	19.27	74.74	12.67	15.79	2.63	2.63	0.00	0.00	0.00	0.00	5.26	0.00	2.63	0.00	0.00	2.63	0.00	2.63	0.00	0.00	7.89	5.26	0.00	0.00	2.63	0.00	0.00	0.00	0.00	0.00	0.00	2.63	0.00
Power never had so much space.  When the all-new BMW X5 M and BMW X6 M hit the road each incline will feel like a home straight.  BMW X5 M: http://bit.ly/1tnqUBP BMW X6 M: http://bit.ly/10EjSxH	HER	photo	44	74.31	41.03	19.82	25.77	14.67	9.09	0.00	0.00	0.00	0.00	0.00	0.00	6.82	2.27	0.00	0.00	0.00	4.55	0.00	0.00	0.00	2.27	2.27	0.00	0.00	2.27	0.00	0.00	0.00	4.55	0.00	0.00	0.00	0.00	0.00
Power never had so much space.  When the all-new BMW X5 M and BMW X6 M hit the road each incline will feel like a home straight.  BMW X5 M: http://bit.ly/1tnqUBP BMW X6 M: http://bit.ly/10EjSxH	HER	photo	44	74.31	41.03	19.82	25.77	14.67	9.09	0.00	0.00	0.00	0.00	0.00	0.00	6.82	2.27	0.00	0.00	0.00	4.55	0.00	0.00	0.00	2.27	2.27	0.00	0.00	2.27	0.00	0.00	0.00	4.55	0.00	0.00	0.00	0.00	0.00
Pedal to the metal.	HER	photo	4	99.00	50.00	1.00	25.77	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
There was once a time when you needed a whip to control hundreds of horses. Today you just need this.   http://www.bmw.com/com/en/owners/accessories/performance/phase_5/index.html	HER	photo	34	73.36	92.92	1.00	25.77	11.33	11.76	0.00	0.00	0.00	0.00	0.00	0.00	8.82	0.00	2.94	5.88	0.00	0.00	0.00	0.00	0.00	0.00	8.82	0.00	0.00	5.88	2.94	0.00	0.00	2.94	0.00	0.00	0.00	0.00	0.00
A champion's car. DTM champion Marco Wittmann’s superlative season came to an end with a special highlight: BMW M GmbH launched a limited number of the BMW M4 DTM Champion Edition in his honour. The 23 units reflect Wittmann’s car number: http://www.m-power.com/_open/b/editorial.jsp?lang=en&x=3228	HER	photo	55	99.00	57.22	14.10	99.00	18.33	23.64	9.09	9.09	0.00	0.00	0.00	0.00	3.64	1.82	1.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.91	0.00	9.09	9.09	0.00	0.00	0.00	3.64	0.00	0.00	0.00	1.82	0.00
Pathfinder.	HER	photo	1	92.84	50.00	1.00	25.77	1.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Being a student has never been so much fun: the BMW Driving Experience at Nordschleife.	HER	photo	15	32.98	25.24	43.37	99.00	15.00	26.67	6.67	6.67	0.00	0.00	0.00	0.00	6.67	0.00	0.00	0.00	0.00	6.67	0.00	0.00	0.00	0.00	6.67	0.00	0.00	6.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Escape the racetrack. From #Nürburgring to #Paris with the #BMW #M4 http://youtu.be/R3Xw-Ty14ww	HER	photo	17	99.00	50.00	1.00	25.77	8.50	11.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.88	0.00	0.00	0.00	0.00	5.88	0.00	5.88	0.00	0.00	0.00	0.00	0.00
This year's Paris Motor Show featured two BMW world premieres and a lot more BMW models to discover for the public. But see for yourself. #BMWparis	HER	photo	26	95.89	77.92	17.46	25.77	8.67	19.23	0.00	0.00	0.00	0.00	0.00	0.00	11.54	3.85	0.00	0.00	3.85	0.00	3.85	7.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
When the maximum just isn't enough.	HER	photo	6	1.00	1.00	98.01	25.77	6.00	16.67	0.00	0.00	0.00	0.00	0.00	0.00	16.67	0.00	0.00	0.00	0.00	0.00	16.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
This year's Paris Motor Show featured two BMW world premieres and a lot more BMW models to discover for the public. But see for yourself. #BMWparis	HER	photo	26	95.89	77.92	17.46	25.77	8.67	19.23	0.00	0.00	0.00	0.00	0.00	0.00	11.54	3.85	0.00	0.00	3.85	0.00	3.85	7.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Ever wondered how a storm forms? Here's how.	HER	photo	8	1.00	50.00	74.76	25.77	4.00	12.50	0.00	0.00	0.00	0.00	0.00	0.00	50.00	12.50	25.00	0.00	12.50	12.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.50	0.00
At this year’s Paris Motor Show BMW brings you some great additions to the BMW family: the first-ever 2 Series Covertible  the all-new BMW X6 and BMW Concept X5 eDrive along with the first-ever BMW 2 Series Active Tourer. To get you in the right mood for Sheer Driving Pleasure we take you on a roadtrip through Italy straight to the French capital. Check it out. #BMWparis	HER	photo	70	99.00	90.06	43.37	93.21	17.50	14.29	5.71	4.29	0.00	0.00	0.00	0.00	5.71	0.00	0.00	0.00	1.43	4.29	0.00	1.43	0.00	0.00	10.00	2.86	2.86	0.00	4.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
A Family Affair. In 1986 Shane Lim's father bought his first BMW  a BMW 318i.  Ever since  Shane has dreamed of returning with his dad to those same special spots on Mt Coot-tha  this time for a family photo with his very own BMW. Well  Shane's dream came true and we are very happy to share their special moment. Thanks to BMW Australia for a heart-warming story. #BMWstories #active	HER	photo	71	94.11	96.62	1.86	99.00	11.83	9.86	12.68	12.68	0.00	0.00	0.00	0.00	4.23	0.00	1.41	0.00	0.00	2.82	0.00	1.41	0.00	1.41	7.04	5.63	1.41	0.00	0.00	0.00	0.00	1.41	0.00	1.41	0.00	0.00	0.00
The first-ever BMW 2 Series Convertible is all about Sheer Driving Pleasure. But then you'd expect nothing less. http://youtu.be/oMSHm-RPHzQ	HER	photo	25	29.60	50.00	20.24	91.14	8.33	16.00	4.00	4.00	0.00	0.00	0.00	0.00	20.00	0.00	0.00	4.00	0.00	12.00	4.00	0.00	0.00	0.00	4.00	0.00	4.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00
At this year’s Paris Motor Show BMW brings you some great additions to the BMW family: the first-ever 2 Series Covertible  the all-new BMW X6 and BMW Concept X5 eDrive along with the first-ever BMW 2 Series Active Tourer. To get you in the right mood for Sheer Driving Pleasure we take you on a roadtrip through Italy straight to the French capital. Check it out. #BMWparis	HER	photo	70	99.00	90.06	43.37	93.21	17.50	14.29	5.71	4.29	0.00	0.00	0.00	0.00	5.71	0.00	0.00	0.00	1.43	4.29	0.00	1.43	0.00	0.00	10.00	2.86	2.86	0.00	4.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
At this year’s Paris Motor Show BMW brings you some great additions to the BMW family: the first-ever 2 Series Covertible  the all-new BMW X6 and BMW Concept X5 eDrive along with the first-ever BMW 2 Series Active Tourer. To get you in the right mood for Sheer Driving Pleasure we take you on a roadtrip through Italy straight to the French capital. Check it out. #BMWparis	HER	photo	70	99.00	90.06	43.37	93.21	17.50	14.29	5.71	4.29	0.00	0.00	0.00	0.00	5.71	0.00	0.00	0.00	1.43	4.29	0.00	1.43	0.00	0.00	10.00	2.86	2.86	0.00	4.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
All eyes on me. When the BMW i8 turns into a street  the road turns into red carpet. http://youtu.be/nQdKTDD9Fa4	HER	photo	23	98.12	33.19	99.00	25.77	7.67	4.35	0.00	0.00	0.00	0.00	0.00	0.00	4.35	0.00	0.00	0.00	0.00	4.35	0.00	8.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.35	0.00	0.00	0.00	0.00	0.00
If the sky is the limit  we've never been so close.	HER	photo	11	1.00	50.00	85.21	25.77	11.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	18.18	0.00	0.00	9.09	9.09	9.09	9.09	0.00	0.00	0.00	18.18	9.09	9.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Cool. Laid-back. Sublime.  The BMW 2 Series Convertible impresses with its dynamic contours and sporty proportions – and  thanks to its contrast-colour softtop  lets its key talent come to the fore: Throwing caution to the wind and appealing to all the senses: http://bit.ly/1ot0clc	HER	photo	49	94.61	72.97	1.00	99.00	12.25	22.45	8.16	8.16	0.00	0.00	0.00	0.00	4.08	2.04	0.00	0.00	0.00	2.04	0.00	2.04	0.00	2.04	4.08	2.04	0.00	0.00	0.00	2.04	0.00	2.04	2.04	0.00	0.00	0.00	0.00
There are 560 horses hidden in this picture. Can you find them?	HER	photo	12	6.55	99.00	23.51	25.77	6.00	8.33	0.00	0.00	0.00	0.00	0.00	0.00	8.33	8.33	0.00	0.00	0.00	0.00	0.00	16.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.33	0.00
Fasten your seatbelts and get ready for the ultimate road trip across Europe. The BMW M3 Sedan takes part in one epic Forza Motorsport adventure and won the first challenge! Support our #FORZAFUEL #TEAMSMIET at http://www.xbox.com/forzafuel now and get involved!	HER	photo	45	94.76	90.87	18.21	99.00	15.00	22.22	11.11	11.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	4.44	8.89	0.00	11.11	0.00	0.00	2.22	0.00	0.00	0.00	0.00	4.44
